frame,t_sec,face_idx,x1,y1,x2,y2,label,score,yaw_raw_deg,pitch_raw_deg,yaw_smooth_deg,pitch_smooth_deg,focused,alert,distracted_for_sec
233,9.317,3,694,546,733,575,Hiep,0.9646,60.65,-4.94,59.90,-6.20,0,1,14.848
234,9.357,0,1000,570,1059,616,AVA,0.9571,35.95,-7.07,37.40,-7.80,0,1,4.783
234,9.357,1,26,591,88,646,UNKNOWN,0.3200,-1.24,-17.67,-1.50,-17.70,1,0,0.000
234,9.357,2,1336,642,1381,681,43f196cb,0.8662,52.17,-13.67,52.00,-14.10,0,1,25.758
234,9.357,3,694,545,733,575,Hiep,0.9653,34.94,-4.99,51.10,-5.80,0,1,14.987
235,9.397,0,1000,570,1059,615,AVA,0.9711,38.39,-3.80,37.80,-6.40,0,1,4.911
235,9.397,1,25,591,87,646,UNKNOWN,0.3269,-13.40,-25.71,-5.60,-20.50,0,0,0.000
235,9.397,2,1336,642,1381,682,43f196cb,0.8762,54.85,-17.69,53.00,-15.40,0,1,25.887
235,9.397,3,694,546,733,575,Hiep,0.9602,60.96,-4.76,54.60,-5.40,0,1,15.116
236,9.437,0,1000,570,1060,616,AVA,0.9680,35.26,-1.40,36.90,-4.70,0,1,5.040
236,9.437,1,25,591,86,645,UNKNOWN,0.3177,-7.17,-21.42,-6.20,-20.80,0,0,0.129
236,9.437,2,1336,642,1381,681,43f196cb,0.8317,54.97,-15.02,53.70,-15.20,0,1,26.016
236,9.437,3,694,545,733,575,Hiep,0.9627,34.34,-4.29,47.50,-5.00,0,1,15.245
237,9.477,0,1000,570,1059,615,AVA,0.9633,33.02,0.13,35.50,-3.00,0,1,5.214
237,9.477,1,24,591,86,645,UNKNOWN,0.3111,1.96,-16.29,-3.30,-19.20,0,0,0.303
237,9.477,2,1336,642,1381,682,43f196cb,0.8508,54.20,-17.34,53.90,-16.00,0,1,26.190
237,9.477,3,694,545,733,574,Hiep,0.9557,52.74,-12.79,49.30,-7.70,0,1,15.419
238,9.517,0,25,591,86,645,UNKNOWN,0.3056,-14.15,-23.50,-7.10,-20.70,0,0,0.432
238,9.517,1,1001,570,1059,615,AVA,0.9637,33.36,-6.83,34.80,-4.30,0,1,5.343
238,9.517,2,1336,642,1381,681,43f196cb,0.8551,53.12,-12.63,53.60,-14.80,0,1,26.319
238,9.517,3,694,545,733,574,Hiep,0.9582,53.79,-12.90,50.90,-9.60,0,1,15.548
239,9.557,0,1000,570,1059,615,AVA,0.9568,33.81,-3.98,34.40,-4.20,0,1,5.470
239,9.557,1,24,591,86,645,UNKNOWN,0.3060,-3.44,-19.27,-5.80,-20.20,0,0,0.558
239,9.557,2,1336,642,1381,682,43f196cb,0.8530,54.42,-15.30,53.90,-15.00,0,1,26.445
239,9.557,3,694,545,733,574,Hiep,0.9604,52.09,-13.61,51.30,-11.00,0,1,15.674
240,9.597,0,25,591,86,645,UNKNOWN,0.3070,-12.87,-22.99,-8.30,-21.20,0,0,0.686
240,9.597,1,1000,571,1059,615,AVA,0.9472,35.93,0.61,35.00,-2.50,0,1,5.597
240,9.597,2,1336,642,1381,681,43f196cb,0.8567,53.85,-10.62,53.90,-13.50,0,1,26.573
240,9.597,3,693,545,733,574,Hiep,0.9557,50.23,-12.92,50.90,-11.70,0,1,15.802
241,9.637,0,1000,570,1059,615,AVA,0.9548,32.78,-3.84,34.20,-3.00,0,1,5.732
241,9.637,1,24,591,86,645,UNKNOWN,0.3085,-2.54,-19.73,-6.30,-20.70,0,1,0.821
241,9.637,2,1336,642,1381,681,43f196cb,0.8640,54.05,-11.31,53.90,-12.70,0,1,26.708
241,9.637,3,693,545,733,574,Hiep,0.9637,50.67,-12.74,50.80,-12.00,0,1,15.937
242,9.677,0,25,591,86,645,UNKNOWN,0.3419,-7.36,-21.79,-6.70,-21.10,0,1,0.948
242,9.677,1,1000,571,1058,615,AVA,0.9514,38.00,1.30,35.50,-1.50,0,1,5.859
242,9.677,2,1336,642,1381,681,43f196cb,0.8738,54.54,-11.00,54.20,-12.10,0,1,26.835
242,9.677,3,693,545,733,574,Hiep,0.9575,51.04,-11.83,50.90,-12.00,0,1,16.064
243,9.717,0,1001,570,1059,615,AVA,0.9552,34.64,-3.73,35.20,-2.30,0,1,6.027
243,9.717,1,25,591,86,645,UNKNOWN,0.3134,-9.25,-22.14,-7.60,-21.40,0,1,1.116
243,9.717,2,1336,642,1381,681,43f196cb,0.8446,53.42,-11.41,53.90,-11.90,0,1,27.003
243,9.717,3,694,545,733,574,Hiep,0.9579,52.49,-11.20,51.50,-11.70,0,1,16.232
244,9.757,0,1000,570,1059,615,AVA,0.9539,32.47,-1.51,34.30,-2.00,0,1,6.154
244,9.757,1,25,591,87,645,UNKNOWN,0.3191,-8.86,-16.97,-8.00,-19.90,0,1,1.242
244,9.757,2,1336,642,1381,681,43f196cb,0.8366,52.19,-11.44,53.30,-11.70,0,1,27.129
244,9.757,3,693,545,733,574,Hiep,0.9666,52.11,-11.29,51.70,-11.60,0,1,16.358
245,9.797,0,1000,571,1058,615,AVA,0.9510,37.12,3.04,35.30,-0.20,0,1,6.281
245,9.797,1,24,591,86,645,UNKNOWN,0.3066,-4.45,-17.87,-6.80,-19.20,0,1,1.369
245,9.797,2,1336,642,1381,681,43f196cb,0.8505,52.39,-11.31,53.00,-11.60,0,1,27.257
245,9.797,3,693,545,733,574,Hiep,0.9640,52.01,-11.18,51.80,-11.40,0,1,16.485
246,9.837,0,1000,570,1059,615,AVA,0.9560,32.79,1.94,34.40,0.50,0,1,6.410
246,9.837,1,26,591,88,645,UNKNOWN,0.3736,1.46,-17.71,-3.90,-18.70,0,1,1.498
246,9.837,2,1336,642,1381,681,43f196cb,0.8525,52.98,-11.35,53.00,-11.50,0,1,27.385
246,9.837,3,693,545,733,574,Hiep,0.9704,52.21,-12.49,51.90,-11.80,0,1,16.614
247,9.877,0,1000,570,1059,615,AVA,0.9561,33.38,0.66,34.00,0.60,0,1,6.537
247,9.877,1,26,591,89,646,UNKNOWN,0.3576,6.04,-15.64,-0.40,-17.60,1,1,0.000
247,9.877,2,1336,642,1381,681,43f196cb,0.8556,53.34,-11.46,53.10,-11.50,0,1,27.513
247,9.877,3,693,545,733,574,Hiep,0.9701,52.39,-12.71,52.10,-12.10,0,1,16.742
248,9.917,0,1001,570,1059,615,AVA,0.9543,36.87,-0.25,35.00,0.30,0,1,6.665
248,9.917,1,26,591,89,646,UNKNOWN,0.3290,7.41,-15.31,2.30,-16.80,1,1,0.000
248,9.917,2,1336,642,1381,681,43f196cb,0.8531,51.11,-12.11,52.40,-11.70,0,1,27.641
248,9.917,3,693,545,733,574,Hiep,0.9694,51.88,-12.75,52.00,-12.30,0,1,16.869
249,9.957,0,1000,570,1059,615,AVA,0.9489,35.98,-1.35,35.40,-0.30,0,1,6.819
249,9.957,1,26,591,88,645,UNKNOWN,0.3525,-3.59,-16.65,0.30,-16.80,1,1,0.000
249,9.957,2,1336,642,1381,681,43f196cb,0.8259,54.66,-10.99,53.20,-11.50,0,1,27.795
249,9.957,3,693,545,733,574,Hiep,0.9721,54.53,-14.77,52.90,-13.20,0,1,17.024
250,9.997,0,1000,570,1059,615,AVA,0.9535,38.80,0.36,36.60,-0.10,0,1,6.946
250,9.997,1,1336,642,1381,682,43f196cb,0.8755,41.97,-14.72,49.30,-12.60,0,1,27.922
250,9.997,2,27,592,88,645,UNKNOWN,0.2446,6.88,-17.73,2.60,-17.10,1,1,0.000
250,9.997,3,694,545,733,575,Hiep,0.9650,33.21,-0.51,46.00,-8.80,0,1,17.151
251,10.037,0,1001,570,1059,615,AVA,0.9583,38.61,0.82,37.30,0.20,0,1,7.081
251,10.037,1,1336,642,1381,682,43f196cb,0.8789,41.62,-14.84,46.60,-13.40,0,1,28.057
251,10.037,2,26,592,88,645,UNKNOWN,0.2475,-2.57,-18.72,0.80,-17.70,1,1,0.000
251,10.037,3,694,545,733,575,Hiep,0.9664,33.21,-0.51,41.50,-5.90,0,1,17.286
252,10.077,0,1000,570,1059,615,AVA,0.9579,39.09,3.53,37.90,1.40,0,1,7.213
252,10.077,1,1336,642,1381,682,43f196cb,0.8809,41.62,-14.84,44.90,-13.90,0,1,28.189
252,10.077,2,27,592,88,645,UNKNOWN,0.2374,6.43,-17.79,2.80,-17.70,1,0,0.000
252,10.077,3,694,545,733,575,Hiep,0.9662,33.21,-0.51,38.60,-4.00,0,1,17.418
253,10.117,0,1001,570,1059,614,AVA,0.9551,36.79,2.00,37.50,1.60,0,1,7.343
253,10.117,1,1336,642,1381,682,43f196cb,0.8787,41.62,-14.84,43.70,-14.20,0,1,28.319
253,10.117,2,27,592,88,645,UNKNOWN,0.2508,6.84,-17.69,4.20,-17.70,1,0,0.000
253,10.117,3,694,545,733,575,Hiep,0.9650,33.21,-0.51,36.70,-2.80,0,1,17.547
254,10.157,0,1000,570,1059,615,AVA,0.9563,39.61,0.06,38.30,1.10,0,1,7.468
254,10.157,1,1336,642,1381,682,43f196cb,0.8612,44.32,-14.69,43.90,-14.40,0,1,28.443
254,10.157,2,27,592,88,645,UNKNOWN,0.2605,6.97,-17.37,5.20,-17.60,1,0,0.000
254,10.157,3,694,545,733,574,Hiep,0.9665,43.34,-12.95,39.00,-6.30,0,1,17.672
255,10.197,0,1000,570,1059,614,AVA,0.9525,36.71,5.25,37.70,2.50,0,1,7.594
255,10.197,1,1336,642,1381,682,43f196cb,0.8633,44.47,-14.62,44.10,-14.50,0,1,28.570
255,10.197,2,26,592,88,645,UNKNOWN,0.2344,-6.05,-17.74,1.20,-17.60,1,0,0.000
255,10.197,3,694,545,733,574,Hiep,0.9556,43.34,-12.95,40.50,-8.70,0,1,17.798
256,10.237,0,1001,570,1059,615,AVA,0.9525,41.84,1.83,39.20,2.30,0,1,7.748
256,10.237,1,1336,642,1381,682,43f196cb,0.8636,45.07,-14.55,44.50,-14.50,0,1,28.724
256,10.237,2,26,592,88,645,UNKNOWN,0.2553,-5.81,-17.86,-1.20,-17.70,1,0,0.000
256,10.237,3,694,545,733,574,Hiep,0.9579,43.34,-12.95,41.50,-10.20,0,1,17.953
257,10.277,0,1000,570,1059,615,AVA,0.9460,40.72,4.24,39.70,3.00,0,1,7.876
257,10.277,1,26,592,87,645,UNKNOWN,0.2212,-4.67,-18.13,-2.40,-17.90,1,0,0.000
257,10.277,2,1336,642,1381,682,43f196cb,0.8614,46.06,-13.54,45.00,-14.20,0,1,28.851
257,10.277,3,694,545,733,574,Hiep,0.9621,43.34,-12.95,42.20,-11.10,0,1,18.080
258,10.317,0,1001,570,1059,614,AVA,0.9483,34.79,2.24,38.00,2.70,0,1,8.006
258,10.317,1,26,592,87,645,UNKNOWN,0.2215,-7.04,-17.82,-4.00,-17.80,1,0,0.000
258,10.317,2,1336,642,1381,682,43f196cb,0.8626,43.66,-14.25,44.50,-14.20,0,1,28.981
258,10.317,3,694,545,733,574,Hiep,0.9557,43.28,-13.00,42.50,-11.80,0,1,18.210
259,10.357,0,1000,570,1059,615,AVA,0.9428,39.68,1.83,38.60,2.40,0,1,8.133
259,10.357,1,1336,642,1381,682,43f196cb,0.8624,43.46,-14.28,44.20,-14.20,0,1,29.109
259,10.357,2,27,592,88,645,UNKNOWN,0.2573,3.35,-15.68,-1.50,-17.10,1,0,0.000
259,10.357,3,694,545,733,574,Hiep,0.9612,43.28,-13.00,42.80,-12.20,0,1,18.337
260,10.397,0,1001,570,1059,614,AVA,0.9438,33.43,1.98,36.80,2.30,0,1,8.259
260,10.397,1,1336,642,1381,682,43f196cb,0.8571,43.12,-14.35,43.80,-14.30,0,1,29.235
260,10.397,2,27,592,88,645,UNKNOWN,0.2735,7.95,-14.47,1.80,-16.20,1,0,0.000
260,10.397,3,694,545,733,574,Hiep,0.9525,43.32,-12.98,43.00,-12.50,0,1,18.463
261,10.437,0,1001,570,1059,614,AVA,0.9508,35.53,2.82,36.30,2.50,0,1,8.387
261,10.437,1,27,592,88,645,UNKNOWN,0.2944,8.49,-14.12,4.20,-15.50,1,0,0.000
261,10.437,2,1336,642,1381,682,43f196cb,0.8578,46.33,-13.83,44.70,-14.10,0,1,29.363
261,10.437,3,694,545,733,574,Hiep,0.9523,43.15,-13.15,43.00,-12.70,0,1,18.592
262,10.477,0,1000,570,1059,615,AVA,0.9546,41.02,1.06,38.00,2.00,0,1,8.542
262,10.477,1,1336,642,1381,682,43f196cb,0.8330,44.66,-13.75,44.70,-14.00,0,1,29.518
262,10.477,2,27,592,88,645,UNKNOWN,0.2470,12.43,-13.20,7.10,-14.70,1,0,0.000
262,10.477,3,694,545,733,574,Hiep,0.9563,43.34,-13.08,43.10,-12.80,0,1,18.747
263,10.517,0,1336,642,1381,682,43f196cb,0.8598,47.98,-11.70,45.80,-13.20,0,1,29.643
263,10.517,1,27,592,88,645,UNKNOWN,0.2446,13.57,-13.68,9.30,-14.30,1,0,0.000
263,10.517,2,1001,570,1059,614,AVA,0.9480,35.73,-0.35,37.20,1.20,0,1,8.667
263,10.517,3,694,545,733,574,Hiep,0.9546,42.98,-13.29,43.10,-13.00,0,1,18.872
264,10.557,0,1001,570,1059,614,AVA,0.9526,35.69,0.91,36.70,1.10,0,1,8.792
264,10.557,1,1336,642,1381,682,43f196cb,0.8533,50.76,-13.22,47.60,-13.20,0,1,29.767
264,10.557,2,27,592,89,645,UNKNOWN,0.2862,7.51,-12.90,8.70,-13.80,1,0,0.000
264,10.557,3,694,545,733,574,Hiep,0.9559,42.74,-12.73,43.00,-12.90,0,1,18.996
265,10.597,0,1001,570,1059,614,AVA,0.9502,37.34,-2.38,36.90,-0.10,0,1,8.924
265,10.597,1,27,592,89,645,UNKNOWN,0.2637,10.13,-12.67,9.20,-13.40,1,0,0.000
265,10.597,2,1336,642,1381,682,43f196cb,0.8542,51.13,-13.50,48.80,-13.30,0,1,29.900
265,10.597,3,694,545,733,574,Hiep,0.9495,42.74,-12.73,42.90,-12.80,0,1,19.129
266,10.637,0,1002,570,1060,614,AVA,0.9477,37.63,-5.49,37.20,-2.00,0,1,9.051
266,10.637,1,27,592,88,645,UNKNOWN,0.2767,12.37,-12.11,10.30,-13.00,1,0,0.000
266,10.637,2,1336,642,1381,682,43f196cb,0.8634,50.44,-13.39,49.40,-13.30,0,1,30.027
266,10.637,3,694,545,733,575,Hiep,0.9665,34.04,-0.81,39.80,-8.60,0,1,19.256
267,10.677,0,1001,570,1059,615,AVA,0.9510,41.82,1.19,38.80,-0.90,0,1,9.177
267,10.677,1,1336,642,1381,682,43f196cb,0.8660,50.58,-13.24,49.80,-13.30,0,1,30.153
267,10.677,2,27,592,89,645,UNKNOWN,0.2711,11.26,-13.42,10.60,-13.10,1,0,0.000
267,10.677,3,694,545,733,575,Hiep,0.9664,34.04,-0.81,37.80,-5.90,0,1,19.382
268,10.717,0,1001,570,1059,614,AVA,0.9545,38.22,-3.20,38.60,-1.70,0,1,9.335
268,10.717,1,27,591,88,645,UNKNOWN,0.2631,10.62,-16.74,10.60,-14.40,1,0,0.000
268,10.717,2,1336,642,1381,682,43f196cb,0.8752,50.14,-14.25,49.90,-13.60,0,1,30.311
268,10.717,3,694,545,733,575,Hiep,0.9659,33.94,-0.79,36.40,-4.10,0,1,19.540
269,10.757,0,1001,570,1060,615,AVA,0.9648,41.37,0.25,39.60,-1.00,0,1,9.463
269,10.757,1,26,592,88,645,UNKNOWN,0.2585,0.82,-13.91,7.20,-14.20,1,0,0.000
269,10.757,2,1336,642,1381,682,43f196cb,0.8727,48.14,-14.43,49.30,-13.90,0,1,30.439
269,10.757,3,693,545,733,575,Hiep,0.9673,47.86,-13.95,40.40,-7.60,0,1,19.667
270,10.797,0,1001,570,1060,614,AVA,0.9531,40.98,-5.59,40.10,-2.60,0,1,9.590
270,10.797,1,1336,642,1381,682,43f196cb,0.8822,46.82,-15.96,48.40,-14.60,0,1,30.565
270,10.797,2,27,592,88,645,UNKNOWN,0.2449,9.26,-13.28,7.90,-13.90,1,0,0.000
270,10.797,3,694,545,733,575,Hiep,0.9651,32.66,-1.33,37.70,-5.40,0,1,19.794
271,10.837,0,1002,570,1060,615,AVA,0.9629,40.86,-0.85,40.30,-2.00,0,1,9.717
271,10.837,1,26,592,88,645,UNKNOWN,0.2657,-1.81,-14.90,4.50,-14.20,1,0,0.000
271,10.837,2,1336,642,1381,682,43f196cb,0.8700,47.15,-14.91,48.00,-14.70,0,1,30.693
271,10.837,3,694,545,733,575,Hiep,0.9654,32.66,-1.33,35.90,-4.00,0,1,19.921
272,10.877,0,1001,570,1060,615,AVA,0.9641,41.24,3.11,40.70,-0.20,0,1,9.846
272,10.877,1,26,592,87,645,UNKNOWN,0.2613,-2.23,-16.29,2.20,-15.00,1,0,0.000
272,10.877,2,1336,642,1381,682,43f196cb,0.8737,45.38,-14.83,47.10,-14.80,0,1,30.822
272,10.877,3,694,545,733,575,Hiep,0.9646,32.74,-1.34,34.80,-3.00,0,1,20.051
273,10.917,0,1001,570,1060,615,AVA,0.9669,38.85,1.79,40.00,0.50,0,1,9.975
273,10.917,1,25,592,87,645,UNKNOWN,0.3096,-1.10,-15.42,1.00,-15.10,1,0,0.000
273,10.917,2,1336,642,1381,682,43f196cb,0.8717,39.34,-12.94,44.40,-14.10,0,1,30.951
273,10.917,3,694,545,733,575,Hiep,0.9638,32.74,-1.34,34.10,-2.40,0,1,20.179
274,10.956,0,1002,570,1060,615,AVA,0.9693,39.36,-0.54,39.80,0.10,0,1,10.101
274,10.956,1,25,592,86,645,UNKNOWN,0.2928,-8.31,-13.03,-2.30,-14.40,1,0,0.000
274,10.956,2,1336,642,1381,682,43f196cb,0.8582,37.70,-12.82,42.00,-13.70,0,1,31.077
274,10.956,3,694,545,733,575,Hiep,0.9665,32.74,-1.34,33.60,-2.10,0,1,20.306
275,10.996,0,1002,570,1060,615,AVA,0.9637,37.97,-5.21,39.20,-1.70,0,1,10.299
275,10.996,1,25,592,86,645,UNKNOWN,0.3173,-8.87,-14.17,-4.60,-14.30,1,0,0.000
275,10.996,2,1336,642,1381,682,43f196cb,0.8645,36.61,-10.82,40.10,-12.70,0,1,31.275
275,10.996,3,693,545,733,575,Hiep,0.9672,49.61,-13.57,39.20,-6.10,0,1,20.504
276,11.036,0,1002,570,1060,615,AVA,0.9546,36.96,-6.79,38.40,-3.50,0,1,10.424
276,11.036,1,25,592,86,645,UNKNOWN,0.2723,-7.35,-14.25,-5.50,-14.30,1,0,0.000
276,11.036,2,1336,642,1381,682,43f196cb,0.8614,37.21,-11.18,39.10,-12.20,0,1,31.400
276,11.036,3,693,545,733,575,Hiep,0.9662,46.61,-13.37,41.80,-8.60,0,1,20.629
277,11.076,0,1002,570,1060,615,AVA,0.9680,37.41,-6.86,38.00,-4.70,0,1,10.556
277,11.076,1,25,592,86,645,UNKNOWN,0.2438,-8.55,-14.75,-6.60,-14.50,1,0,0.000
277,11.076,2,1336,642,1381,682,43f196cb,0.8601,38.33,-11.42,38.80,-11.90,0,1,31.531
277,11.076,3,693,545,733,574,Hiep,0.9641,45.85,-10.52,43.20,-9.30,0,1,20.760
278,11.116,0,1002,571,1060,615,AVA,0.9533,38.48,-7.86,38.20,-5.80,0,1,10.683
278,11.116,1,25,592,86,645,UNKNOWN,0.2604,-9.31,-15.23,-7.50,-14.70,1,0,0.000
278,11.116,2,1336,642,1381,682,43f196cb,0.8743,38.54,-12.40,38.70,-12.10,0,1,31.659
278,11.116,3,693,545,733,574,Hiep,0.9656,45.78,-10.63,44.10,-9.80,0,1,20.888
279,11.156,0,1002,571,1060,615,AVA,0.9653,36.75,-5.57,37.70,-5.70,0,1,10.811
279,11.156,1,25,592,86,645,UNKNOWN,0.2853,-8.06,-16.13,-7.70,-15.20,1,0,0.000
279,11.156,2,1336,642,1381,682,43f196cb,0.8747,38.51,-10.47,38.70,-11.50,0,1,31.787
279,11.156,3,693,545,733,575,Hiep,0.9663,45.93,-13.20,44.80,-11.00,0,1,21.015
280,11.196,0,1002,571,1060,615,AVA,0.9564,37.17,-5.16,37.50,-5.50,0,1,10.938
280,11.196,1,25,592,86,645,UNKNOWN,0.3168,-7.76,-15.84,-7.70,-15.40,1,0,0.000
280,11.196,2,1336,642,1381,682,43f196cb,0.8732,38.85,-10.13,38.70,-11.00,0,1,31.914
280,11.196,3,693,545,733,575,Hiep,0.9679,45.93,-13.20,45.20,-11.70,0,1,21.142
281,11.236,0,1002,571,1060,615,AVA,0.9529,37.58,-5.35,37.50,-5.50,0,1,11.124
281,11.236,1,25,592,86,645,UNKNOWN,0.2814,-8.68,-15.54,-8.10,-15.50,1,0,0.000
281,11.236,2,1336,643,1381,682,43f196cb,0.8706,38.98,-10.00,38.80,-10.70,0,1,32.100
281,11.236,3,693,545,733,574,Hiep,0.9676,47.59,-10.04,46.00,-11.20,0,1,21.329
282,11.276,0,1002,571,1060,615,AVA,0.9674,37.13,-6.04,37.40,-5.70,0,1,11.252
282,11.276,1,25,592,86,645,UNKNOWN,0.2603,-9.11,-14.82,-8.40,-15.20,1,0,0.000
282,11.276,2,1336,643,1380,682,43f196cb,0.8696,21.87,-9.64,32.90,-10.30,0,1,32.228
282,11.276,3,693,545,733,574,Hiep,0.9675,50.09,-11.11,47.40,-11.10,0,1,21.457
283,11.316,0,1002,571,1060,615,AVA,0.9642,39.50,-4.53,38.10,-5.30,0,1,11.380
283,11.316,1,25,592,86,645,UNKNOWN,0.2594,-9.53,-16.74,-8.80,-15.80,1,0,0.000
283,11.316,2,1336,643,1381,682,43f196cb,0.8945,42.24,-9.60,36.20,-10.10,0,1,32.356
283,11.316,3,693,545,733,574,Hiep,0.9651,50.86,-11.06,48.60,-11.10,0,1,21.585
284,11.356,0,1002,571,1060,616,AVA,0.9672,33.32,-3.16,36.40,-4.50,0,1,11.508
284,11.356,1,25,592,86,645,UNKNOWN,0.2730,-10.07,-16.32,-9.30,-16.00,1,0,0.000
284,11.356,2,1336,643,1381,682,43f196cb,0.8918,41.50,-9.64,38.00,-9.90,0,1,32.484
284,11.356,3,693,545,733,574,Hiep,0.9688,50.86,-11.06,49.40,-11.10,0,1,21.713
285,11.396,0,1002,571,1060,616,AVA,0.9711,33.48,-5.21,35.40,-4.80,0,1,11.637
285,11.396,1,25,592,86,645,UNKNOWN,0.2654,-6.47,-15.35,-8.30,-15.70,1,0,0.000
285,11.396,2,1336,643,1381,682,43f196cb,0.9114,45.65,-10.68,40.70,-10.20,0,1,32.612
285,11.396,3,693,545,733,574,Hiep,0.9680,49.41,-11.78,49.40,-11.30,0,1,21.841
286,11.436,0,1002,571,1060,615,AVA,0.9555,37.34,-3.55,36.10,-4.30,0,1,11.764
286,11.436,1,25,592,86,645,UNKNOWN,0.2753,-6.06,-14.99,-7.50,-15.50,1,0,0.000
286,11.436,2,1336,643,1381,682,43f196cb,0.9027,44.95,-10.13,42.20,-10.20,0,1,32.740
286,11.436,3,693,545,733,574,Hiep,0.9682,50.66,-11.98,49.90,-11.60,0,1,21.969
287,11.476,0,1002,571,1060,616,AVA,0.9691,32.73,-1.13,34.90,-3.20,0,1,11.937
287,11.476,1,25,592,86,645,UNKNOWN,0.3003,-4.53,-17.34,-6.50,-16.10,1,0,0.000
287,11.476,2,1336,643,1380,682,43f196cb,0.9047,25.48,-9.15,36.30,-9.80,0,1,32.913
287,11.476,3,693,545,733,574,Hiep,0.9703,48.68,-15.40,49.40,-12.90,0,1,22.142
288,11.516,0,1002,571,1060,616,AVA,0.9625,32.55,-2.71,34.10,-3.00,0,1,12.067
288,11.516,1,25,592,86,645,UNKNOWN,0.2926,-6.02,-18.33,-6.30,-16.90,1,0,0.000
288,11.516,2,1336,643,1381,682,43f196cb,0.9025,39.91,-11.08,37.60,-10.30,0,1,33.043
288,11.516,3,693,545,733,574,Hiep,0.9693,48.18,-15.55,49.00,-13.80,0,1,22.272
289,11.556,0,1002,571,1060,616,AVA,0.9590,34.74,-6.27,34.30,-4.20,0,1,12.201
289,11.556,1,25,592,86,645,UNKNOWN,0.2700,-6.02,-18.34,-6.20,-17.40,1,0,0.000
289,11.556,2,1336,643,1380,682,43f196cb,0.8994,27.23,-9.22,34.00,-9.90,0,1,33.177
289,11.556,3,693,545,734,575,Hiep,0.9685,45.01,-8.35,47.60,-11.90,0,1,22.405
290,11.596,0,1002,571,1060,616,AVA,0.9639,35.11,-3.16,34.60,-3.80,0,1,12.330
290,11.596,1,25,592,86,645,UNKNOWN,0.3034,-5.77,-17.89,-6.10,-17.60,1,0,0.000
290,11.596,2,1336,643,1380,682,43f196cb,0.8983,27.72,-8.96,31.80,-9.60,0,1,33.306
290,11.596,3,694,545,734,575,Hiep,0.9687,46.89,-6.11,47.40,-9.90,0,1,22.535
291,11.636,0,1002,571,1060,616,AVA,0.9430,30.81,-5.43,33.30,-4.40,0,1,12.460
291,11.636,1,25,592,86,645,UNKNOWN,0.2862,-2.37,-15.61,-4.80,-16.90,1,0,0.000
291,11.636,2,1336,643,1380,682,43f196cb,0.9052,33.22,-8.57,32.30,-9.20,0,1,33.436
291,11.636,3,694,545,734,575,Hiep,0.9700,45.21,-6.41,46.60,-8.70,0,1,22.665
292,11.676,0,1002,571,1060,616,AVA,0.9478,31.62,-5.39,32.70,-4.70,0,1,12.589
292,11.676,1,25,592,86,645,UNKNOWN,0.2729,-0.58,-15.10,-3.30,-16.30,1,0,0.000
292,11.676,2,1336,643,1380,682,43f196cb,0.9049,31.12,-7.92,31.90,-8.80,0,1,33.565
292,11.676,3,694,545,734,575,Hiep,0.9698,42.84,-6.37,45.30,-7.90,0,1,22.794
293,11.716,0,1002,571,1060,616,AVA,0.9563,35.04,-5.62,33.50,-5.00,0,1,12.794
293,11.716,1,25,592,86,645,UNKNOWN,0.2901,1.66,-13.81,-1.60,-15.40,1,0,0.000
293,11.716,2,1336,643,1380,682,43f196cb,0.9109,33.91,-8.28,32.60,-8.60,0,1,33.770
293,11.716,3,694,545,734,574,Hiep,0.9648,41.35,-9.85,43.90,-8.60,0,1,22.999
294,11.756,0,1002,571,1060,616,AVA,0.9448,35.03,-8.71,34.00,-6.30,0,1,12.923
294,11.756,1,25,592,86,645,UNKNOWN,0.3475,0.79,-14.06,-0.70,-14.90,1,0,0.000
294,11.756,2,1336,643,1380,681,43f196cb,0.9112,35.19,-9.56,33.50,-8.90,0,1,33.899
294,11.756,3,694,544,734,574,Hiep,0.9681,43.36,-12.87,43.70,-10.10,0,1,23.128
295,11.796,0,1001,571,1060,616,AVA,0.9512,34.91,-11.68,34.30,-8.20,0,1,13.058
295,11.796,1,25,592,86,645,UNKNOWN,0.3523,2.60,-14.56,0.40,-14.80,1,0,0.000
295,11.796,2,1336,643,1380,681,43f196cb,0.9001,34.48,-9.54,33.80,-9.10,0,1,34.034
295,11.796,3,693,544,734,574,Hiep,0.9695,44.70,-9.78,44.10,-10.00,0,1,23.262
296,11.836,0,1001,571,1060,616,AVA,0.9539,35.71,-11.75,34.80,-9.40,0,1,13.187
296,11.836,1,25,592,86,645,UNKNOWN,0.3614,3.67,-14.23,1.60,-14.60,1,0,0.000
296,11.836,2,1336,643,1380,681,43f196cb,0.8985,34.24,-10.02,34.00,-9.50,0,1,34.163
296,11.836,3,693,544,734,574,Hiep,0.9636,42.38,-12.56,43.50,-10.90,0,1,23.391
297,11.876,0,1001,571,1060,616,AVA,0.9628,35.29,-14.08,35.00,-11.10,0,1,13.324
297,11.876,1,25,592,86,645,UNKNOWN,0.3523,1.48,-13.86,1.50,-14.30,1,0,0.000
297,11.876,2,1336,643,1380,682,43f196cb,0.8957,25.77,-8.60,31.10,-9.20,0,1,34.300
297,11.876,3,694,544,734,574,Hiep,0.9672,37.30,-8.36,41.30,-10.00,0,1,23.529
298,11.916,0,1001,571,1060,616,AVA,0.9590,35.88,-14.30,35.30,-12.20,0,1,13.453
